id,canonical_food_id,cultivar_name,synonyms,structured_seasons,nutrition_override,notes,created_at,updated_at
323,1401,Green Salad Bowl,"[""Salad Bowl Verte""]",,,"Laitue à couper verte frisée, feuilles découpées, très productive",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
324,1401,Cocarde,,,,"Laitue à couper rouge-bronze, feuilles lobées, décorative",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
325,1401,Feuille de Chêne Verte Maraîchère,,,,"Laitue à couper verte, feuilles lobées, texture tendre",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
326,1401,Red Oak Leaf,"[""Feuille de Chêne Rouge""]",,,"Laitue à couper rouge-brun, feuilles profondément lobées",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
327,1401,Catalogna,,,,"Chicorée italienne à couper, feuilles dentelées amères",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
328,1401,Cressonnette Marocaine,,,,"Laitue à petites feuilles découpées, saveur poivrée",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
329,1401,Red Deer Tongue,"[""Langue de Cerf Rouge""]",,,"Laitue à couper rouge, feuilles pointues, texture tendre",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
330,1401,Smile,,,,"Laitue à couper verte, feuilles frisées, croissance rapide",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
331,1401,Délicate,,,,"Laitue à couper verte tendre, repousse multiple",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
332,1401,Lollo Bianca,,,,"Laitue à couper italienne blonde, feuilles très frisées",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
333,1401,Fristina,,,,"Laitue à couper frisée blonde, texture croquante",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
334,1401,Red Fire,,,,"Laitue à couper rouge intense, feuilles ondulées",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
335,1401,Green Fire,,,,"Laitue à couper verte, feuilles ondulées, très productive",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
336,1401,Bijou,,,,"Laitue à couper bronze-rouge, feuilles fines et tendres",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
337,1401,Pain de Sucre,,,,"Chicorée pain de sucre allongée, feuilles serrées, légèrement amère",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
338,1401,Grumolo Verde,,,,"Chicorée italienne verte en rosette, feuilles croquantes",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
339,1401,Catalogna Frastagliata,"[""Catalogna Dentée""]",,,"Chicorée italienne à feuilles très dentelées, saveur amère",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
340,1401,Spadona,,,,"Chicorée italienne à larges feuilles, légèrement amère",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
341,1401,Castelfranco,,,,"Radicchio panaché crème-rouge, feuilles rondes, amer et croquant",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
342,1401,Treviso,"[""Radicchio di Treviso""]",,,"Chicorée rouge allongée italienne, feuilles nervurées blanches",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
343,1401,Palla Rossa,"[""Radicchio Palla Rossa""]",,,"Radicchio rouge en pomme ronde, nervures blanches, croquant",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
344,1401,Pan di Zucchero,,,,"Chicorée pain de sucre italienne, feuilles tendres, peu amère",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
345,1401,Mesclun,,,,"Mélange de jeunes pousses : laitues, roquette, chicorées variées",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
346,1401,Pourpier Doré,"[""Portulaca""]",,,"Feuilles charnues dorées, saveur douce et croquante, riche en oméga-3",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
347,1401,Claytone de Cuba,"[""Montia""]",,,"Petites feuilles rondes tendres, saveur douce, résiste au froid",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
348,1401,Mizuna,,,,"Moutarde japonaise à feuilles découpées, saveur légèrement piquante",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
349,1401,Tatsoi,"[""Moutarde Épinard""]",,,"Rosette de feuilles rondes vert foncé, saveur douce, résiste au froid",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
350,1401,Shiso,"[""Pérille""]",,,"Feuilles aromatiques pourpres ou vertes, saveur unique, décorative",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
351,1401,Roquette Cultivée,"[""Eruca""]",,,"Feuilles allongées, saveur poivrée et piquante, croissance rapide",2025-10-03 14:10:43.30813+00,2025-10-03 14:10:43.30813+00
352,1452,Musquée de Provence,"[""Muscade de Provence""]","{""available"":[9,10,11,12,1,2]}",,"Grosse courge côtelée orange-brun, chair orange ferme, très sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
353,1452,Sucrine du Berry,,"{""available"":[9,10,11,12,1]}",,"Petite courge ronde beige, chair orange sucrée, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
354,1452,Rouge Vif d'Étampes,,"{""available"":[9,10,11,12,1]}",,"Grosse courge plate rouge-orange, côtelée, chair jaune-orange",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
355,1452,Sweet Dumpling,,"{""available"":[9,10,11,12,1]}",,"Petite courge rayée crème-vert, chair orange sucrée, décorative",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
356,1452,Delicata,"[""Poire de Bohème""]","{""available"":[9,10,11,12]}",,"Courge allongée rayée crème-vert, chair crémeuse, peau comestible",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
357,1452,Acorn,"[""Poivrée""]","{""available"":[9,10,11,12,1]}",,"Courge en forme de gland verte, chair orange, saveur de noisette",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
358,1452,Kabocha,"[""Potimarron Japonais""]","{""available"":[9,10,11,12,1,2]}",,"Courge japonaise vert foncé, chair orange dense et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
359,1452,Hubbard Blue,"[""Blue Hubbard""]","{""available"":[9,10,11,12,1,2,3]}",,"Grosse courge bleue-grise bosselée, chair orange, excellente conservation",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
360,1452,Marina di Chioggia,,"{""available"":[9,10,11,12,1,2]}",,"Grosse courge italienne bosselée vert-gris, chair jaune-orange dense",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
361,1452,Turban Turc,"[""Giraumon Turban""]","{""available"":[9,10,11,12]}",,"Courge turban multicolore, forme originale, décorative et comestible",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
362,1452,Waltham Butternut,,"{""available"":[9,10,11,12,1,2]}",,"Courge butternut allongée beige, chair orange, très productive",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
363,1452,Queensland Blue,,"{""available"":[9,10,11,12,1,2]}",,"Courge australienne bleue côtelée, chair orange épaisse",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
364,1452,Longue de Nice,,"{""available"":[9,10,11,12,1]}",,"Courge musquée allongée beige, chair orange ferme et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
365,1452,Ponca,,"{""available"":[9,10,11,12,1]}",,"Petite courge butternut, chair orange sucrée, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
366,1452,Galeux d'Eysines,,"{""available"":[9,10,11,12,1,2]}",,"Courge rose-orange verruqueuse, chair orange épaisse et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
367,1451,Ronde de Nice,,"{""available"":[6,7,8,9]}",,"Courgette ronde vert clair, idéale à farcir, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
368,1451,Gold Rush,"[""Golden Rush""]","{""available"":[6,7,8,9]}",,"Courgette jaune dorée allongée, chair tendre, très productive",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
369,1451,Blanche de Virginie,,"{""available"":[6,7,8,9]}",,"Courgette blanche allongée, chair blanche tendre, saveur douce",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
370,1451,Costata Romanesco,,"{""available"":[6,7,8,9]}",,"Courgette italienne côtelée verte, chair ferme, saveur prononcée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
371,1451,Verte des Maraîchers,"[""Black Beauty""]","{""available"":[6,7,8,9]}",,"Courgette verte foncée classique, très productive, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
372,1451,Striped Zucchini,"[""Zébrée""]","{""available"":[6,7,8,9]}",,"Courgette rayée vert clair-foncé, chair tendre, décorative",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
373,1451,Geode,,"{""available"":[6,7,8,9]}",,"Courgette ronde verte, compacte, idéale petit jardin",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
374,1451,Eight Ball,,"{""available"":[6,7,8,9]}",,"Courgette ronde vert foncé, chair ferme, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
375,1451,Dundoo,,"{""available"":[6,7,8,9]}",,"Courgette vert moyen, très productive, résistante",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
376,1451,Soleil,,"{""available"":[6,7,8,9]}",,"Courgette jaune vif, chair tendre et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
377,1451,Tromboncino,"[""Zucchetta""]","{""available"":[7,8,9]}",,"Courgette grimpante en forme de trombone, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
378,1451,Cocozelle,,"{""available"":[6,7,8,9]}",,"Courgette italienne striée vert-blanc, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
379,1451,Pâtisson Blanc,"[""Custard White""]","{""available"":[6,7,8,9]}",,"Courge blanche plate festonnée, chair tendre, décorative",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
380,1451,Pâtisson Jaune,,"{""available"":[6,7,8,9]}",,"Courge jaune plate festonnée, chair tendre et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
381,1451,Magda,,"{""available"":[6,7,8,9]}",,"Courgette polonaise claire mouchetée, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
382,1453,Jack O'Lantern,,"{""available"":[9,10,11]}",,"Citrouille orange classique pour Halloween, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
383,1454,Potimarron Rouge,"[""Uchiki Kuri""]","{""available"":[9,10,11,12,1]}",,"Potimarron rouge-orangé en forme de toupie, chair sucrée, goût châtaigne",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
384,1454,Potimarron Vert,"[""Green Hokkaido""]","{""available"":[9,10,11,12,1]}",,"Potimarron vert foncé, chair orange, saveur douce",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
385,1453,Atlantic Giant,,"{""available"":[9,10,11]}",,"Citrouille géante pouvant dépasser 200 kg, concours",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
386,1455,Baby Boo,,"{""available"":[9,10,11]}",,"Mini citrouille blanche, 8-10 cm, décorative et comestible",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
387,1453,Rouge d'Etampes,,"{""available"":[9,10,11,12]}",,"Gros potiron plat rouge-orange côtelé, chair jaune",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
388,1454,Buttercup,,"{""available"":[9,10,11,12,1]}",,"Potimarron vert foncé turban, chair orange dense et sucrée",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
389,1455,Lumina,,"{""available"":[9,10,11]}",,"Citrouille blanche fantôme, chair orange, décorative",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
390,1453,Jaune Gros de Paris,,"{""available"":[9,10,11,12,1]}",,"Gros potiron jaune-orange, chair épaisse, saveur douce",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
391,1455,Big Max,,"{""available"":[9,10,11]}",,"Très grosse citrouille rose-orange, peut atteindre 50 kg",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
392,1552,Marketmore,,"{""available"":[6,7,8,9]}",,"Concombre vert foncé classique, chair croquante, résistant",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
393,1552,Lemon,"[""Citron""]","{""available"":[6,7,8,9]}",,"Concombre rond jaune citron, chair douce et croquante",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
394,1552,Long Vert Maraîcher,,"{""available"":[6,7,8,9]}",,"Concombre français long vert foncé, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
395,1553,Vert Petit de Paris,,"{""available"":[6,7,8,9]}",,"Cornichon français classique, petits fruits croquants",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
396,1553,Fin de Meaux,,"{""available"":[6,7,8,9]}",,"Cornichon fin allongé, excellent pour pickles",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
397,1552,Armenian,"[""Serpent Arménien""]","{""available"":[7,8,9]}",,"Concombre long et courbé vert clair strié, très doux",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
398,1552,Tanja,,"{""available"":[6,7,8,9]}",,"Concombre mini, 10-12 cm, sans amertume, idéal snacking",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
399,1552,Crystal Lemon,,"{""available"":[6,7,8,9]}",,"Concombre rond blanc-crème, chair douce, peu de pépins",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
400,1553,National Pickling,,"{""available"":[6,7,8,9]}",,"Cornichon américain pour pickles, chair croquante",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
401,1552,Telegraph Improved,,"{""available"":[6,7,8,9]}",,"Concombre anglais long lisse, peau fine, peu de pépins",2025-10-03 14:13:12.543222+00,2025-10-03 14:13:12.543222+00
403,1555,Corno di Toro,"[""Corne de Taureau""]","{""available"":[7,8,9]}",,"Poivron italien allongé rouge, chair douce et sucrée, excellent grillé",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
404,1555,Yolo Wonder,,"{""available"":[7,8,9]}",,"Poivron carré rouge, chair épaisse, très productif",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
405,1555,California Wonder,,"{""available"":[7,8,9]}",,"Poivron carré rouge classique, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
406,1555,Marconi Rosso,"[""Marconi Rouge""]","{""available"":[7,8,9]}",,"Poivron italien allongé rouge, chair sucrée, excellent à farcir",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
407,1555,Jimmy Nardello,,"{""available"":[7,8,9]}",,"Poivron fin allongé rouge, très sucré, idéal à frire",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
408,1555,Purple Beauty,"[""Beauté Pourpre""]","{""available"":[7,8,9]}","{""color"":""violet foncé"",""anthocyanins"":{""note"":""Riche en anthocyanes""}}","Poivron carré violet foncé, chair verte, légèrement sucré",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
409,1555,Orange Sun,,"{""available"":[7,8,9]}",,"Poivron carré orange vif, chair épaisse très sucrée",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
410,1555,Chocolate Beauty,,"{""available"":[7,8,9]}","{""color"":""brun chocolat""}","Poivron carré brun-chocolat, chair rouge, saveur douce",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
411,1555,Quadrato d'Asti,"[""Carré d'Asti""]","{""available"":[7,8,9]}",,"Poivron italien carré rouge-jaune, chair épaisse et sucrée",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
412,1555,Doux des Landes,,"{""available"":[7,8,9]}",,"Poivron français allongé rouge, chair fine et douce",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
413,1555,Lamuyo,,"{""available"":[7,8,9]}",,"Poivron espagnol allongé rouge, chair épaisse, très productif",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
414,1555,King of the North,,"{""available"":[7,8,9]}",,"Poivron rouge précoce, adapté climats frais, chair épaisse",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
415,1555,Golden California Wonder,,"{""available"":[7,8,9]}",,"Poivron carré jaune doré, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
416,1555,Lipstick,,"{""available"":[7,8,9]}",,"Petit poivron conique rouge, très sucré, idéal à frire",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
417,1555,Sweet Banana,"[""Banane Doux""]","{""available"":[7,8,9]}",,"Poivron allongé jaune-rouge, chair fine et sucrée",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
418,1555,Topepo Rosso,,"{""available"":[7,8,9]}",,"Poivron italien plat rouge côtelé, chair épaisse, excellent farci",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
419,1555,Feherozon,,"{""available"":[7,8,9]}",,"Poivron hongrois conique blanc-jaune, chair épaisse et croquante",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
420,1555,Minibell,,"{""available"":[7,8,9]}",,"Mini poivron rouge ou jaune, très sucré, idéal snacking",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
421,1555,Gypsy,,"{""available"":[7,8,9]}",,"Poivron allongé jaune-orange-rouge, très sucré, résistant",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
422,1555,Islander,,"{""available"":[7,8,9]}",,"Poivron carré violet qui devient rouge, chair épaisse",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
423,1556,Jalapeño,,"{""available"":[7,8,9]}",,"Piment vert-rouge moyen fort, chair épaisse, saveur fruitée (2500-8000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
424,1556,Cayenne,,"{""available"":[7,8,9]}",,"Piment fin allongé rouge, fort et piquant (30000-50000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
425,1556,Habanero Orange,"[""Habanero""]","{""available"":[7,8,9]}",,"Piment orange très fort, saveur fruitée (100000-350000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
426,1556,Serrano,,"{""available"":[7,8,9]}",,"Petit piment vert-rouge, fort et piquant (10000-25000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
427,1556,Thai Dragon,"[""Thai Hot""]","{""available"":[7,8,9]}",,"Petit piment thaï rouge, très fort (50000-100000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
428,1556,Carolina Reaper,,"{""available"":[8,9]}",,"Piment le plus fort du monde, rouge bosselé (1500000-2200000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
429,1556,Ghost Pepper,"[""Bhut Jolokia""]","{""available"":[8,9]}",,"Piment indien orange-rouge, extrêmement fort (800000-1000000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
430,1556,Tabasco,,"{""available"":[7,8,9]}",,"Petit piment jaune-rouge, fort, pour sauce (30000-50000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
431,1556,Scotch Bonnet,"[""Bonnet Écossais""]","{""available"":[7,8,9]}",,"Piment caribéen orange-rouge, très fort, fruité (100000-350000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
432,1556,Bird's Eye,"[""Œil d'Oiseau"",""Piri Piri""]","{""available"":[7,8,9]}",,"Très petit piment rouge, très fort (50000-100000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
433,1556,De Arbol,,"{""available"":[7,8,9]}",,"Piment mexicain fin rouge, fort (15000-30000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
434,1556,Hungarian Hot Wax,,"{""available"":[7,8,9]}",,"Piment hongrois jaune allongé, moyen fort (5000-10000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
435,1556,Fatalii,,"{""available"":[8,9]}",,"Piment africain jaune citron, très fort et fruité (125000-325000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
436,1556,Trinidad Scorpion,,"{""available"":[8,9]}",,"Piment rouge bosselé à queue, extrêmement fort (800000-1400000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
437,1556,Malagueta,,"{""available"":[7,8,9]}",,"Piment brésilien rouge, fort et parfumé (60000-100000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
438,1556,Aji Amarillo,,"{""available"":[7,8,9]}",,"Piment péruvien orange, moyen fort, fruité (30000-50000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
439,1556,Korean Hot,,"{""available"":[7,8,9]}",,"Piment coréen vert-rouge, moyen fort (5000-10000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
440,1556,Ring of Fire,,"{""available"":[7,8,9]}",,"Piment cayenne rouge allongé, fort (70000-80000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
441,1556,Peter Pepper,,"{""available"":[7,8,9]}",,"Piment rouge forme inhabituelle, fort (10000-23000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
442,1556,Tepin,"[""Chile Tepin""]","{""available"":[7,8,9]}",,"Très petit piment sauvage rouge, très fort (50000-100000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
443,1556,Shishito,,"{""available"":[7,8,9]}",,"Piment japonais vert fin, doux, 1 sur 10 peut être piquant (50-200 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
444,1556,Padrón,"[""Pimientos de Padrón""]","{""available"":[7,8,9]}",,"Piment espagnol vert, doux, parfois piquant (500-2500 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
445,1556,Banana Pepper,"[""Banane Doux""]","{""available"":[7,8,9]}",,"Piment allongé jaune doux, légèrement piquant (0-500 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
446,1556,Sweet Hungarian,"[""Hongrois Doux""]","{""available"":[7,8,9]}",,"Piment hongrois jaune-rouge doux, chair épaisse (0-100 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
447,1556,Pimento,"[""Pimiento""]","{""available"":[7,8,9]}",,"Piment rouge en forme de cœur, très doux, pour farce (100-500 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
448,1556,Cherry Bomb,,"{""available"":[7,8,9]}",,"Piment rond rouge, légèrement piquant, idéal farci (2500-5000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
449,1556,Poblano,,"{""available"":[7,8,9]}",,"Piment mexicain vert foncé, doux, idéal farci (1000-2000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
450,1556,Anaheim,"[""New Mexico""]","{""available"":[7,8,9]}",,"Piment allongé vert-rouge, doux, polyvalent (500-2500 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
451,1556,Cubanelle,,"{""available"":[7,8,9]}",,"Piment italien allongé jaune-rouge, très doux (100-1000 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
452,1556,Pepperoncini,"[""Tuscan Pepper""]","{""available"":[7,8,9]}",,"Piment italien vert-jaune doux, idéal pickles (100-500 Scoville)",2025-10-03 14:14:38.558786+00,2025-10-03 14:14:38.558786+00
453,1554,Violette de Barbentane,,"{""available"":[7,8,9]}",,"Aubergine française violette allongée, chair ferme et douce, peu de graines",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
454,1554,Rosa Bianca,,"{""available"":[7,8,9]}","{""color"":""rose-blanc""}","Aubergine italienne ronde rose-blanc, chair crémeuse sans amertume",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
455,1554,Blanche Ronde,"[""Casper""]","{""available"":[7,8,9]}","{""color"":""blanc""}","Aubergine blanche ronde, chair tendre, saveur douce et délicate",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
456,1554,Turkish Orange,"[""Turque Orange""]","{""available"":[7,8,9]}","{""color"":""orange-rouge""}","Petite aubergine orange striée, chair ferme, légèrement fruitée",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
457,1554,Slim Jim,,"{""available"":[7,8,9]}","{""color"":""violet foncé""}","Aubergine fine et longue violet foncé, chair tendre",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
458,1554,Fairy Tale,"[""Conte de Fées""]","{""available"":[7,8,9]}","{""color"":""violet rayé blanc""}","Petite aubergine allongée rayée violet-blanc, très productive",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
459,1554,Listada de Gandia,,"{""available"":[7,8,9]}","{""color"":""violet rayé blanc""}","Aubergine espagnole rayée violet-blanc, grosse, chair ferme",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
460,1554,Black Beauty,"[""Beauté Noire""]","{""available"":[7,8,9]}",,"Aubergine classique violette foncée, grosse, chair ferme",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
461,1554,Little Finger,"[""Petit Doigt""]","{""available"":[7,8,9]}",,"Mini aubergine violette allongée, chair tendre, sans amertume",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
462,1554,Ping Tung Long,,"{""available"":[7,8,9]}",,"Aubergine asiatique longue violet clair, chair tendre et sucrée",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
463,1554,Antigua,,"{""available"":[7,8,9]}","{""color"":""violet rayé blanc""}","Aubergine italienne rayée, grosse, chair ferme et savoureuse",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
464,1554,Diamond,,"{""available"":[7,8,9]}",,"Aubergine violette allongée, très productive, chair ferme",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
465,1554,Graffiti,,"{""available"":[7,8,9]}","{""color"":""violet rayé blanc""}","Aubergine oblongue rayée, chair blanche sans amertume",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
466,1554,White Egg,"[""Œuf Blanc""]","{""available"":[7,8,9]}","{""color"":""blanc""}","Aubergine blanche en forme d'œuf, chair tendre et douce",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
467,1554,Kermit,,"{""available"":[7,8,9]}","{""color"":""vert-blanc""}","Petite aubergine thaï ronde verte rayée blanc, légèrement amère",2025-10-03 18:12:28.467299+00,2025-10-03 18:12:28.467299+00
